100 8910
26 67 7
26 21 7
26 74 4
26 41 8
26 2 9
26 58 1
26 37 1
26 60 8
26 69 5
26 0 4
26 81 6
26 18 8
26 66 6
26 98 9
26 57 2
26 76 10
26 43 5
26 48 6
26 49 6
26 24 2
26 45 6
26 79 6
26 63 9
26 33 3
26 20 4
26 56 7
26 15 6
26 68 8
26 93 4
26 71 2
26 70 6
26 82 10
26 19 7
26 61 10
26 28 9
26 73 9
26 44 2
26 42 6
26 65 5
26 78 10
26 86 7
26 34 9
27 83 7
27 93 6
27 84 1
27 30 2
27 43 9
27 8 2
27 56 9
27 61 7
27 22 6
27 60 2
27 57 4
27 35 1
27 25 8
27 21 6
27 5 6
27 64 6
27 68 1
27 16 4
27 13 10
27 49 7
27 87 7
27 97 1
27 58 9
27 73 8
27 75 4
27 65 5
27 29 1
27 12 4
27 95 7
27 63 10
27 3 10
27 17 5
27 15 5
27 96 6
27 88 5
27 2 4
27 38 10
27 46 5
27 19 9
27 24 5
27 47 7
27 7 10
27 48 5
27 69 2
27 9 7
27 74 7
27 89 3
27 1 6
27 72 3
27 28 4
27 82 3
27 14 8
27 18 8
27 66 9
27 31 1
27 54 7
27 62 10
27 76 8
27 6 2
27 42 8
27 41 8
27 39 5
27 81 8
27 71 2
27 91 2
27 94 9
27 79 10
27 33 5
27 52 8
27 85 1
27 55 6
27 53 4
27 23 9
27 86 1
27 90 3
27 11 4
27 92 1
27 0 10
27 37 1
27 77 10
27 34 3
27 40 10
27 26 5
27 51 4
27 70 1
27 36 3
27 45 1
28 64 9
28 1 3
28 83 8
28 94 2
28 87 10
28 42 8
28 76 3
28 48 1
28 30 8
28 74 7
28 70 10
28 51 6
28 47 2
28 55 5
28 95 1
28 50 9
28 34 8
28 10 7
28 69 4
28 63 1
28 67 1
28 43 3
28 60 9
28 99 5
28 2 2
28 45 10
28 16 5
28 91 2
28 17 2
28 84 8
28 61 9
28 7 8
28 49 9
28 59 4
28 92 10
28 44 1
28 71 2
28 52 9
28 78 7
28 85 6
28 68 9
28 54 9
28 0 3
28 5 6
28 15 10
28 11 10
28 3 1
28 8 7
28 21 8
28 46 10
28 38 2
28 65 8
28 90 10
28 13 4
28 39 4
28 58 2
28 4 9
28 41 1
28 88 2
28 97 1
28 62 6
28 29 9
28 56 1
28 19 5
28 6 7
28 53 3
28 9 1
28 80 5
28 26 3
28 66 8
28 18 6
28 77 10
28 14 5
28 89 5
28 73 2
28 35 9
28 12 8
28 82 7
28 72 5
28 96 8
28 40 4
28 36 8
28 22 4
28 31 9
28 20 6
28 98 8
28 37 1
28 81 10
28 32 8
28 33 6
28 93 2
29 77 6
29 44 10
29 42 3
29 75 7
29 23 7
29 86 6
29 76 7
29 68 10
29 46 6
29 69 4
29 15 10
29 32 1
29 52 1
29 96 5
29 66 6
29 91 8
29 12 1
29 27 7
29 83 7
29 63 3
29 85 2
29 40 6
29 35 9
29 20 3
29 61 6
29 45 5
29 72 2
29 48 2
29 98 3
29 36 4
29 25 3
29 58 1
29 90 2
29 51 10
29 22 6
29 33 2
29 18 7
29 8 10
29 95 5
29 82 2
29 34 2
29 24 1
29 49 10
29 64 8
29 65 5
29 78 10
29 28 6
29 5 10
29 10 10
29 0 3
29 1 4
29 57 4
29 81 9
29 2 4
29 21 2
29 67 5
29 62 4
29 89 3
29 16 8
29 56 7
29 6 1
29 9 7
29 59 10
29 17 7
29 19 6
29 43 3
29 79 8
29 3 5
29 92 4
29 7 10
29 14 1
29 11 1
29 71 3
29 41 3
29 84 4
29 54 5
29 39 7
29 60 6
29 26 2
29 50 7
29 87 1
29 97 4
29 30 5
29 73 6
29 4 1
30 13 4
30 49 1
30 59 10
30 43 10
30 35 1
30 29 8
30 9 7
30 44 5
30 4 1
30 38 9
30 46 2
30 78 3
30 18 5
30 21 7
30 82 5
30 15 9
30 88 2
30 2 7
30 91 3
30 51 10
30 11 4
30 67 8
30 6 8
30 55 5
30 68 2
30 72 6
30 84 10
30 96 1
30 26 6
30 28 1
30 86 7
30 76 10
30 31 4
30 95 5
30 99 1
30 98 9
30 8 6
30 7 3
30 87 3
30 90 7
30 58 5
30 66 9
30 97 1
30 85 4
30 47 9
30 80 8
30 93 5
30 20 3
30 16 4
30 25 5
30 70 4
30 34 4
30 83 4
30 10 7
30 37 7
30 1 10
30 23 5
30 60 5
30 0 4
30 94 7
30 92 4
30 5 10
30 61 1
30 24 7
30 89 10
30 52 8
30 73 8
30 79 10
30 12 4
30 45 1
30 74 8
30 65 10
30 33 4
30 40 5
30 71 3
30 53 6
30 56 9
30 62 1
30 19 8
30 81 9
30 64 4
30 42 2
30 41 3
30 75 2
30 69 9
30 39 5
30 77 4
30 3 6
30 22 7
31 94 7
31 58 4
31 27 4
31 4 1
31 97 7
31 29 4
31 98 2
31 9 2
31 84 8
31 43 6
31 92 2
31 79 6
31 99 5
31 44 1
31 0 6
31 96 6
31 60 8
31 87 2
31 28 1
31 86 10
31 20 2
31 91 1
31 17 5
31 77 5
31 83 3
31 16 4
31 70 4
31 3 6
31 40 3
31 82 8
31 66 10
31 22 7
31 65 8
31 54 3
31 49 6
31 33 8
31 1 1
31 89 1
31 32 3
31 80 10
31 74 4
31 95 3
31 81 3
31 36 1
31 5 4
31 19 8
31 10 10
31 34 3
31 90 4
31 68 3
31 23 10
31 51 3
31 12 10
31 47 6
31 56 10
31 18 9
31 85 1
31 45 7
31 59 7
31 11 8
31 35 3
31 24 8
31 39 10
31 57 10
31 73 8
31 69 3
31 38 8
31 63 1
31 50 10
31 7 6
31 21 6
31 46 1
31 93 5
31 52 10
31 42 3
31 41 4
31 53 4
31 2 9
31 15 1
31 67 9
31 78 9
31 30 9
31 72 4
31 76 4
31 61 4
31 48 7
31 8 5
32 7 3
32 66 10
32 38 7
32 85 6
32 70 7
32 39 9
32 64 1
32 60 9
32 0 4
32 17 5
32 78 1
32 5 1
32 55 2
32 88 4
32 46 2
32 40 6
32 34 4
32 50 3
32 21 9
32 77 2
32 29 4
32 45 5
32 90 3
32 15 7
32 24 10
32 44 2
32 8 4
32 76 5
32 84 6
32 23 5
32 12 3
32 98 9
32 52 3
32 87 8
32 31 3
32 95 8
32 73 4
32 75 2
32 41 8
32 26 3
32 20 9
32 47 8
32 83 1
32 1 3
32 19 1
32 11 3
32 27 2
32 9 4
32 80 8
32 49 5
32 65 3
32 54 3
32 22 9
32 68 10
32 28 5
32 3 1
32 51 10
32 58 9
32 6 4
32 62 3
32 13 5
32 79 2
32 14 5
32 35 6
32 2 9
32 82 1
32 16 7
32 57 10
32 81 9
32 86 5
32 25 6
32 96 5
32 97 7
32 92 1
32 33 8
32 67 3
32 43 5
32 74 1
32 18 5
32 72 1
32 42 1
32 89 7
32 61 1
32 56 1
32 93 4
32 48 3
32 30 3
32 59 9
32 94 8
33 40 5
33 66 5
33 22 2
33 82 3
33 78 9
33 93 2
33 61 10
33 81 5
33 37 9
33 63 7
33 30 10
33 99 7
33 28 3
33 10 4
33 56 4
33 62 10
33 1 8
33 51 6
33 39 6
33 48 7
33 29 8
33 25 2
33 47 2
33 80 2
33 70 2
33 94 10
33 84 6
33 41 10
33 5 1
33 38 5
33 13 3
33 98 7
33 26 8
33 24 6
33 65 5
33 57 10
33 17 1
33 7 1
33 60 2
33 54 7
33 49 7
33 42 7
33 35 5
33 31 8
33 79 8
33 71 10
33 96 5
33 16 3
33 76 2
33 14 4
33 9 5
33 59 7
33 95 6
33 11 2
33 91 7
33 73 7
33 46 1
33 0 2
33 45 7
33 90 9
33 86 10
33 2 10
33 85 1
33 67 7
33 50 2
33 75 3
33 68 3
33 52 9
33 32 2
33 20 2
33 18 6
33 74 8
33 3 2
33 15 3
33 44 8
33 8 1
33 6 8
33 27 1
33 12 6
33 53 8
33 43 3
33 21 10
33 4 5
33 69 4
33 19 6
33 34 6
33 36 9
33 89 6
33 72 2
33 97 4
33 58 3
34 47 7
34 86 8
34 20 3
34 39 7
34 42 7
34 79 4
34 77 7
34 7 10
34 78 7
34 0 6
34 97 1
34 37 1
34 69 2
34 8 8
34 95 8
34 28 7
34 88 3
34 12 3
34 49 2
34 3 7
34 61 2
34 58 8
34 6 6
34 33 2
34 83 1
34 41 4
34 91 3
34 21 5
34 24 9
34 67 5
34 64 3
34 94 9
34 13 1
34 75 4
34 62 1
34 60 2
34 72 2
34 18 4
34 19 6
34 26 5
34 65 3
34 51 2
34 27 2
34 81 9
34 71 1
34 2 4
34 82 10
34 80 7
34 45 6
34 31 9
34 66 2
34 54 2
34 73 9
34 43 5
34 29 5
34 17 9
34 96 2
34 87 7
34 84 1
34 48 1
34 10 10
34 9 2
34 23 4
34 15 2
34 44 5
34 99 5
34 50 9
34 46 7
34 90 2
34 4 7
34 1 6
34 70 7
34 32 4
34 30 7
34 92 5
34 14 1
34 5 4
34 40 9
34 16 3
34 36 5
34 11 10
34 85 5
34 74 2
34 93 1
34 76 10
34 35 6
34 57 10
35 32 1
35 59 8
35 70 6
35 38 3
35 26 10
35 79 3
35 3 9
35 92 7
35 12 4
35 8 3
35 78 10
35 40 3
35 88 8
35 1 9
35 55 10
35 82 4
35 28 10
35 29 7
35 97 9
35 98 10
35 6 6
35 19 6
35 94 2
35 93 2
35 41 4
35 16 7
35 64 9
35 11 4
35 89 5
35 74 8
35 46 4
35 34 5
35 50 1
35 22 3
35 25 1
35 42 3
35 45 3
35 39 8
35 2 7
35 9 4
35 17 7
35 5 4
35 10 3
35 51 5
35 52 7
35 61 1
35 18 3
35 99 9
35 63 1
35 4 10
35 54 4
35 71 7
35 27 9
35 0 10
35 56 8
35 69 10
35 86 5
35 76 5
35 72 9
35 77 7
35 14 3
35 49 6
35 57 2
35 75 3
35 33 7
35 65 4
35 96 4
35 47 8
35 73 3
35 80 7
35 24 7
35 95 1
35 90 8
35 30 9
35 15 1
35 36 7
35 21 2
35 84 1
35 81 3
35 67 2
35 48 10
35 23 6
35 91 6
35 7 2
35 66 1
35 43 7
35 62 7
35 58 8
35 83 7
35 44 2
35 85 9
36 13 7
36 28 1
36 20 4
36 29 6
36 61 7
36 86 6
36 70 2
36 16 3
36 47 5
36 84 5
36 94 2
36 7 6
36 85 3
36 83 8
36 22 4
36 21 3
36 79 9
36 17 6
36 58 5
36 68 3
36 18 10
36 71 10
36 50 5
36 73 5
36 75 7
36 97 7
36 0 5
36 63 8
36 90 10
36 96 1
36 76 6
36 60 9
36 5 3
36 95 6
36 89 6
36 78 5
36 92 10
36 10 10
36 26 9
36 46 1
36 12 1
36 99 5
36 57 8
36 19 1
36 80 1
36 37 8
36 39 3
36 11 3
36 69 9
36 14 9
36 40 8
36 54 4
36 72 3
36 43 5
36 62 8
36 33 8
36 93 1
36 66 10
36 38 4
36 2 1
36 41 1
36 4 1
36 65 4
36 34 10
36 98 6
36 9 8
36 23 2
36 30 5
36 55 5
36 44 2
36 67 1
36 24 1
36 77 6
36 3 9
36 8 6
36 25 7
36 59 4
36 42 8
36 32 4
36 49 5
36 64 6
36 81 8
36 48 9
36 53 9
36 82 3
36 35 9
36 52 7
36 88 6
36 51 4
36 1 8
36 91 3
37 84 2
37 7 5
37 64 9
37 56 4
37 32 7
37 68 8
37 38 4
37 83 8
37 25 3
37 51 8
37 50 1
37 11 1
37 77 4
37 42 7
37 63 1
37 36 3
37 21 2
37 67 3
37 66 2
37 70 10
37 0 1
37 94 2
37 79 8
37 27 5
37 20 7
37 22 9
37 73 10
37 62 9
37 18 7
37 10 9
37 59 2
37 53 7
37 40 2
37 16 3
37 58 3
37 34 10
37 47 1
37 90 10
37 81 7
37 69 8
37 39 7
37 12 1
37 23 3
37 65 2
37 9 5
37 93 1
37 26 8
37 1 4
37 13 2
37 45 10
37 89 8
37 78 6
37 30 4
37 6 7
37 4 3
37 55 2
37 91 3
37 98 8
37 57 7
37 48 6
37 82 9
37 95 7
37 80 10
37 74 6
37 49 2
37 19 5
37 43 8
37 75 7
37 2 2
37 99 5
37 88 6
37 33 9
37 14 10
37 24 8
37 54 4
37 15 5
37 29 5
37 8 8
37 35 6
37 96 8
37 5 4
37 60 3
37 31 7
37 87 4
37 17 8
37 61 9
37 52 5
37 76 5
37 86 10
37 92 1
37 85 7
38 18 10
38 30 6
38 73 3
38 6 4
38 98 10
38 49 10
38 13 6
38 87 3
38 61 5
38 67 3
38 74 3
38 14 9
38 72 10
38 39 2
38 66 5
38 2 6
38 48 9
38 20 10
38 23 1
38 59 2
38 68 8
38 5 9
38 8 8
38 1 6
38 35 7
38 92 9
38 91 8
38 0 10
38 47 5
38 15 1
38 56 5
38 76 8
38 50 5
38 97 3
38 34 5
38 16 1
38 75 8
38 84 1
38 82 8
38 17 7
38 22 8
38 31 10
38 79 5
38 33 6
38 80 7
38 94 6
38 44 2
38 46 10
38 96 1
38 29 6
38 95 6
38 88 8
38 42 1
38 54 3
38 43 3
38 58 7
38 9 8
38 26 2
38 21 4
38 70 2
38 45 7
38 24 9
38 3 2
38 11 9
38 90 2
38 69 10
38 41 5
38 7 9
38 71 8
38 53 3
38 36 6
38 99 4
38 55 10
38 57 5
38 65 6
38 52 10
38 62 3
38 25 4
38 60 2
38 78 9
38 63 5
38 40 3
38 85 7
38 27 4
38 12 8
38 77 10
38 64 7
38 4 7
39 41 6
39 20 1
39 77 4
39 58 3
39 21 1
39 90 1
39 65 8
39 74 7
39 10 5
39 62 4
39 3 8
39 73 5
39 43 2
39 97 5
39 80 7
39 54 9
39 0 8
39 38 4
39 32 4
39 2 4
39 93 10
39 24 9
39 47 8
39 8 7
39 94 4
39 70 1
39 81 4
39 69 9
39 45 6
39 46 1
39 71 5
39 83 5
39 76 4
39 78 9
39 56 2
39 98 2
39 40 5
39 53 1
39 30 8
39 66 1
39 18 10
39 13 8
39 48 2
39 60 8
39 67 8
39 36 3
39 28 1
39 44 8
39 29 3
39 27 10
39 42 2
39 15 8
39 50 10
39 63 9
39 25 2
39 51 10
39 82 7
39 26 6
39 89 9
39 34 7
39 4 2
39 35 8
39 84 10
39 88 4
39 91 2
39 19 6
39 33 7
39 61 6
39 96 7
39 86 5
39 57 2
39 95 2
39 14 4
39 5 1
39 87 8
39 31 6
39 99 3
39 16 9
39 49 9
39 22 2
39 1 10
39 55 4
39 75 1
39 37 7
39 72 2
39 52 10
39 59 3
40 73 5
40 41 6
40 72 7
40 97 10
40 86 1
40 4 9
40 65 5
40 75 1
40 51 1
40 0 9
40 67 1
40 47 2
40 38 10
40 94 8
40 99 2
40 64 2
40 57 3
40 59 5
40 52 3
40 11 8
40 46 4
40 31 4
40 92 3
40 37 1
40 84 1
40 32 7
40 76 5
40 5 1
40 48 9
40 83 9
40 25 8
40 42 1
40 96 3
40 54 2
40 22 7
40 10 2
40 70 6
40 77 7
40 90 3
40 63 10
40 53 9
40 15 9
40 69 2
40 87 5
40 91 3
40 6 6
40 27 3
40 49 9
40 74 5
40 60 1
40 93 3
40 29 8
40 13 1
40 62 5
40 26 7
40 66 9
40 61 5
40 34 2
40 36 1
40 19 9
40 9 8
40 18 1
40 8 6
40 55 10
40 24 2
40 35 7
40 50 2
40 89 2
40 71 6
40 3 9
40 44 8
40 14 3
40 80 3
40 58 6
40 79 1
40 68 10
40 39 3
40 85 7
40 56 9
40 28 3
40 1 10
40 20 4
40 95 4
40 21 8
40 78 2
40 81 9
40 43 3
40 30 9
40 45 1
40 7 3
41 43 9
41 68 1
41 10 3
41 4 9
41 0 8
41 53 8
41 22 7
41 52 9
41 50 3
41 79 9
41 57 8
41 74 10
41 75 4
41 99 9
41 83 3
41 69 3
41 98 1
41 35 2
41 25 5
41 8 10
41 3 10
41 49 1
41 81 4
41 11 5
41 66 8
41 64 1
41 19 5
41 42 7
41 89 8
41 47 10
41 1 3
41 46 10
41 39 3
41 48 1
41 91 2
41 86 10
41 90 5
41 80 9
41 9 3
41 93 9
41 27 3
41 40 7
41 29 10
41 84 1
41 17 5
41 67 1
41 23 6
41 20 3
41 34 8
41 61 5
41 37 10
41 78 6
41 87 4
41 58 9
41 59 9
41 36 2
41 18 4
41 7 3
41 30 8
41 13 8
41 24 10
41 62 5
41 94 2
41 73 3
41 26 2
41 21 2
41 2 2
41 82 6
41 33 1
41 55 4
41 77 2
41 14 8
41 32 9
41 38 8
41 6 8
41 88 8
41 70 9
41 92 7
41 76 8
41 31 5
41 72 4
41 5 2
41 45 9
41 51 7
41 65 3
41 54 5
41 85 10
41 63 5
41 56 2
41 97 10
41 71 9
41 60 9
41 16 1
41 15 4
41 28 1
41 44 7
42 52 9
42 75 3
42 60 5
42 36 3
42 2 9
42 68 3
42 51 1
42 0 7
42 54 8
42 53 8
42 77 9
42 72 10
42 71 9
42 21 7
42 62 10
42 7 7
42 47 1
42 98 3
42 69 6
42 44 10
42 23 9
42 56 2
42 17 7
42 92 7
42 74 1
42 94 4
42 96 2
42 20 9
42 28 6
42 88 4
42 10 8
42 46 10
42 50 4
42 49 8
42 95 7
42 31 7
42 93 4
42 4 8
42 83 10
42 13 9
42 24 6
42 33 9
42 35 7
42 97 2
42 86 5
42 39 6
42 57 1
42 82 3
42 48 2
42 89 1
42 64 7
42 55 6
42 34 10
42 22 1
42 59 10
42 19 10
42 18 10
42 12 6
42 43 2
42 15 2
42 16 8
42 14 4
42 80 8
42 40 7
42 29 10
42 32 4
42 61 8
42 91 9
42 67 5
42 25 7
42 41 10
42 5 1
42 45 7
42 37 9
42 30 8
42 76 8
42 26 7
42 84 4
42 11 6
42 1 3
42 90 4
42 6 3
42 70 2
42 81 10
42 79 2
42 58 2
42 66 3
42 99 5
43 53 5
43 12 1
43 67 3
43 22 7
43 86 10
43 42 9
43 41 5
43 61 6
43 18 3
43 88 8
43 52 8
43 95 2
43 93 10
43 94 2
43 17 2
43 65 2
43 46 9
43 20 6
43 0 2
43 32 3
43 72 8
43 44 7
43 6 9
43 89 1
43 55 6
43 34 2
43 64 6
43 58 4
43 96 7
43 54 3
43 7 9
43 1 8
43 29 6
43 48 7
43 49 8
43 47 6
43 70 6
43 26 10
43 57 6
43 51 4
43 78 7
43 28 4
43 92 10
43 24 4
43 77 4
43 99 8
43 39 7
43 4 9
43 84 5
43 19 9
43 76 5
43 25 4
43 38 2
43 14 4
43 11 5
43 3 8
43 71 6
43 36 10
43 16 2
43 75 1
43 5 1
43 40 1
43 60 5
43 62 5
43 33 6
43 66 7
43 82 3
43 10 3
43 97 1
43 79 8
43 30 7
43 74 3
43 59 4
43 8 3
43 2 2
43 63 3
43 9 8
43 27 1
43 13 4
43 21 7
43 23 4
43 90 4
43 45 9
43 83 3
43 98 1
43 81 7
43 69 10
43 56 10
43 87 9
43 80 8
43 15 3
43 50 6
44 50 1
44 62 10
44 32 1
44 41 5
44 11 7
44 93 9
44 26 5
44 54 3
44 28 1
44 40 2
44 86 4
44 47 6
44 85 7
44 27 1
44 31 1
44 16 1
44 78 2
44 18 10
44 84 3
44 90 3
44 13 3
44 23 2
44 60 9
44 1 7
44 80 7
44 33 8
44 19 3
44 10 6
44 45 2
44 69 7
44 9 8
44 98 3
44 91 10
44 75 1
44 68 3
44 35 6
44 21 8
44 2 4
44 48 6
44 20 6
44 65 9
44 17 4
44 58 10
44 74 10
44 52 6
44 97 2
44 83 10
44 59 1
44 94 10
44 5 7
44 55 5
44 77 10
44 42 10
44 61 9
44 81 1
44 4 10
44 73 4
44 15 5
44 92 4
44 57 5
44 24 8
44 34 7
44 46 5
44 88 10
44 79 10
44 30 3
44 29 3
44 3 8
44 70 9
44 71 4
44 66 8
44 72 10
44 37 8
44 51 8
44 43 3
44 67 7
44 22 5
44 82 4
44 76 5
44 63 8
44 12 4
44 14 1
44 87 3
44 96 9
44 7 7
44 8 1
44 0 8
44 89 5
44 53 8
44 25 7
44 6 4
44 99 5
44 95 3
44 38 7
44 36 7
45 70 9
45 29 9
45 76 4
45 17 5
45 65 8
45 94 6
45 21 8
45 85 3
45 11 6
45 84 9
45 47 9
45 51 2
45 16 2
45 12 6
45 98 1
45 60 7
45 52 8
45 15 8
45 38 9
45 10 8
45 97 8
45 19 6
45 75 8
45 28 1
45 88 9
45 63 10
45 46 9
45 14 4
45 36 8
45 61 6
45 39 9
45 69 2
45 8 3
45 90 5
45 30 10
45 89 3
45 67 8
45 91 3
45 4 5
45 31 2
45 93 9
45 13 3
45 40 5
45 64 10
45 78 4
45 66 5
45 6 5
45 68 10
45 58 7
45 53 5
45 72 10
45 42 5
45 50 10
45 5 7
45 2 10
45 1 2
45 83 9
45 48 10
45 22 6
45 62 4
45 27 1
45 99 2
45 25 8
45 37 9
45 80 6
45 49 2
45 33 8
45 41 8
45 71 3
45 7 7
45 82 8
45 95 4
45 56 5
45 18 9
45 81 10
45 54 8
45 92 9
45 57 2
45 20 7
45 3 3
45 87 6
45 32 1
45 34 4
45 79 1
45 74 7
45 59 5
45 24 1
45 86 9
45 44 6
45 43 4
45 96 10
46 1 3
46 55 7
46 38 10
46 15 3
46 13 1
46 45 4
46 86 6
46 27 6
46 59 7
46 21 7
46 84 8
46 35 10
46 89 2
46 11 9
46 23 2
46 66 10
46 58 10
46 80 1
46 74 10
46 0 2
46 98 1
46 69 6
46 88 6
46 92 10
46 30 4
46 6 7
46 67 4
46 60 9
46 99 10
46 81 6
46 91 5
46 54 8
46 76 1
46 24 8
46 72 1
46 47 1
46 8 1
46 93 6
46 10 9
46 16 5
46 56 2
46 2 2
46 12 9
46 94 3
46 26 6
46 87 8
46 34 10
46 14 4
46 79 2
46 73 4
46 83 5
46 29 1
46 4 5
46 52 2
46 17 9
46 64 8
46 32 9
46 3 3
46 68 5
46 50 6
46 85 8
46 82 9
46 62 6
46 57 2
46 22 8
46 25 4
46 97 1
46 53 5
46 61 3
46 9 1
46 75 10
46 33 6
46 7 3
46 77 5
46 42 3
46 36 7
46 71 3
46 49 5
46 20 1
46 44 9
46 95 3
46 96 4
46 51 7
46 18 4
46 48 10
46 31 6
46 19 7
46 37 2
46 28 6
47 91 8
47 51 8
47 65 2
47 50 1
47 54 3
47 92 9
47 10 9
47 22 3
47 98 10
47 83 6
47 24 4
47 85 4
47 44 8
47 80 10
47 14 1
47 59 2
47 58 9
47 17 4
47 70 6
47 37 8
47 52 1
47 23 2
47 7 8
47 93 6
47 35 6
47 53 5
47 76 10
47 75 10
47 29 7
47 56 8
47 5 9
47 74 1
47 60 7
47 97 9
47 40 6
47 36 2
47 12 2
47 11 2
47 66 4
47 9 1
47 0 2
47 62 6
47 26 6
47 72 10
47 38 4
47 78 7
47 15 5
47 90 3
47 69 4
47 30 4
47 45 6
47 8 9
47 87 6
47 79 10
47 34 10
47 25 8
47 67 9
47 21 7
47 31 8
47 33 1
47 18 10
47 16 4
47 55 2
47 27 6
47 94 1
47 19 9
47 20 1
47 2 7
47 46 3
47 42 3
47 39 9
47 99 9
47 88 5
47 32 8
47 6 8
47 4 5
47 77 3
47 64 1
47 43 6
47 57 9
47 3 8
47 49 1
47 61 10
47 68 9
47 1 7
47 41 5
47 13 3
47 95 1
47 71 3
47 81 8
48 59 9
48 8 5
48 30 9
48 20 1
48 82 5
48 90 5
48 28 6
48 58 8
48 7 2
48 95 3
48 67 4
48 89 5
48 29 7
48 23 5
48 11 5
48 47 3
48 40 3
48 16 8
48 14 9
48 74 6
48 49 2
48 69 1
48 68 9
48 64 4
48 56 6
48 62 10
48 27 2
48 72 8
48 60 3
48 86 10
48 18 2
48 26 10
48 93 2
48 35 5
48 97 8
48 33 4
48 87 10
48 94 2
48 34 7
48 52 1
48 9 9
48 39 2
48 78 1
48 53 3
48 81 5
48 17 1
48 63 5
48 88 1
48 2 4
48 42 9
48 70 6
48 6 6
48 75 4
48 71 4
48 61 6
48 51 1
48 4 8
48 55 6
48 85 1
48 32 4
48 41 7
48 76 7
48 1 7
48 38 7
48 73 3
48 96 10
48 99 5
48 31 5
48 25 2
48 5 4
48 46 2
48 79 6
48 36 4
48 24 6
48 83 1
48 19 3
48 43 10
48 80 2
48 22 1
48 65 1
48 45 6
48 3 2
48 44 9
48 15 8
48 66 1
48 84 4
48 92 2
48 12 9
48 10 7
48 98 10
49 91 3
49 33 8
49 46 3
49 99 4
49 62 6
49 92 4
49 82 10
49 79 2
49 47 6
49 59 2
49 98 8
49 0 9
49 94 10
49 50 3
49 67 7
49 40 9
49 70 1
49 28 6
49 37 3
49 43 7
49 81 7
49 18 7
49 71 5
49 69 5
49 88 10
49 10 4
49 55 5
49 95 10
49 48 6
49 77 8
49 1 7
49 16 8
49 36 10
49 53 8
49 19 5
49 17 8
49 25 8
49 60 10
49 68 10
49 2 4
49 8 9
49 5 10
49 7 10
49 38 2
49 30 4
49 57 8
49 90 1
49 41 4
49 3 5
49 20 8
49 83 2
49 58 4
49 27 7
49 31 3
49 78 2
49 15 8
49 87 7
49 89 10
49 32 8
49 34 2
49 45 4
49 44 6
49 74 2
49 9 7
49 35 9
49 65 5
49 21 9
49 61 2
49 22 8
49 63 9
49 56 5
49 42 10
49 52 10
49 11 7
49 80 5
49 64 5
49 14 8
49 97 8
49 29 8
49 12 9
49 73 6
49 76 8
49 39 2
49 93 3
49 75 1
49 13 6
49 23 9
49 85 8
49 86 10
49 6 3
49 66 9
50 55 1
50 39 10
50 81 4
50 45 9
50 28 7
50 69 7
50 63 9
50 57 2
50 65 8
50 13 5
50 75 1
50 38 10
50 78 9
50 33 4
50 25 7
50 79 4
50 92 7
50 72 5
50 43 7
50 97 10
50 34 10
50 84 5
50 36 6
50 86 3
50 67 10
50 59 7
50 23 8
50 87 8
50 27 2
50 68 9
50 29 8
50 56 8
50 54 10
50 31 1
50 83 7
50 85 2
50 14 5
50 10 2
50 19 3
50 91 3
50 73 7
50 89 2
50 52 9
50 53 8
50 2 7
50 24 8
50 48 7
50 32 7
50 1 1
50 15 10
50 98 4
50 17 1
50 71 3
50 64 6
50 47 7
50 21 1
50 30 10
50 80 7
50 5 4
50 49 2
50 62 10
50 6 4
50 60 5
50 9 1
50 4 7
50 74 3
50 90 3
50 51 2
50 0 6
50 41 3
50 35 6
50 46 2
50 7 5
50 12 10
50 93 3
50 42 8
50 16 4
50 3 3
50 26 1
50 77 1
50 99 6
50 61 7
50 70 8
50 94 3
50 40 6
50 8 10
50 66 6
50 22 2
50 58 2
50 44 3
51 6 6
51 45 8
51 19 1
51 38 4
51 94 10
51 20 5
51 21 1
51 52 8
51 68 10
51 84 2
51 18 1
51 93 10
51 31 1
51 87 5
51 73 6
51 99 7
51 32 1
51 91 7
51 75 6
51 36 5
51 58 3
51 16 6
51 62 2
51 1 4
51 7 4
51 14 5
51 97 8
51 53 5
51 24 5
51 81 10
51 63 4
51 33 8
51 90 1
51 0 4
51 10 6
51 82 2
51 92 6
51 34 7
51 5 2
51 86 3
51 74 5
51 96 7
51 26 5
51 30 7
51 29 1
51 83 5
51 60 9
51 49 8
51 13 4
51 42 6
51 95 8
51 47 1
51 39 3
51 50 5
51 54 1
51 35 10
51 71 10
51 12 1
51 89 8
51 66 8
51 37 1
51 46 1
51 17 2
51 40 3
51 27 4
51 55 3
51 4 6
51 65 5
51 23 8
51 61 2
51 64 4
51 78 1
51 57 9
51 98 6
51 85 8
51 79 8
51 70 10
51 11 7
51 77 5
51 67 3
51 15 7
51 44 10
51 9 3
51 22 10
51 56 8
51 80 5
51 59 6
51 72 1
51 3 4
51 88 4
51 43 5
51 28 5
51 2 3
51 76 10
51 25 7
52 46 5
52 14 8
52 9 9
52 10 9
52 42 8
52 70 10
52 45 10
52 55 10
52 34 2
52 49 10
52 4 6
52 43 10
52 51 8
52 22 9
52 79 4
52 2 6
52 48 5
52 63 10
52 80 2
52 74 4
52 3 6
52 8 10
52 18 2
52 82 3
52 98 1
52 81 2
52 36 7
52 78 3
52 15 6
52 20 3
52 7 3
52 97 1
52 83 10
52 40 6
52 1 7
52 26 7
52 39 2
52 94 10
52 25 3
